,Unnamed: 0,price,bedrooms,bathrooms,sqft_lot,sqft_living,floors,waterfront,condition,grade,sqft_above,sqft_basement,district,grades,grade_num,total_sch,total_student,transport_dist,medical_emerg_dist,entertain_dist,job_center_dist,zip,prop_crime,viol_crime,totalcrime_percapita
4510,4510,420000.0,2,1.75,3136,1200,1.0,0.0,3,7,800,400.0,seattle,A-,11,108,"55,271",3.61495165009982,1.50472865746787,1.10195349632041,3.61495165009982,98122,17.69885856742563,26.54828785113844,44.24714641856407
4511,4511,961500.0,3,2.5,14000,3910,2.0,0.0,3,10,3910,0.0,bellevue,A+,13,31,"21,609",4.6880057373166695,3.35141119537531,2.10266357236431,4.6880057373166695,98008,0.0,0.0,0.0
4512,4512,833000.0,4,1.75,12238,2260,1.0,0.0,3,9,2260,0.0,bellevue,A+,13,31,"21,609",2.40598925959712,1.8376494771416598,1.51185042062673,2.40598925959712,98005,9.748172534465397,0.0,9.748172534465397
4513,4513,479000.0,3,2.25,11319,2110,2.0,0.0,4,8,2110,0.0,northshore,A,12,39,23500,5.11036447037625,3.35596004730544,2.11334282073165,5.11036447037625,98072,273.7991216159113,59.323143016780776,333.12226463269207
4514,4514,1150000.0,4,2.5,10422,3340,2.0,0.0,3,10,3340,0.0,lake washington,A+,13,55,"30,675",3.56293967226233,5.566750449689,1.25943199148448,3.56293967226233,98033,12.75226693861301,5.100906775445204,17.853173714058215
4515,4515,267000.0,3,1.0,8100,1400,1.5,0.0,3,6,1400,0.0,seattle,A-,11,108,"55,271",5.02955918224377,2.80303153805774,2.46526846134349,5.02955918224377,98125,23.132246335198694,27.758695602238436,50.890941937437134
4516,4516,490000.0,3,2.5,9725,2010,2.0,0.0,4,8,2010,0.0,issaquah,A+,13,27,"20,897",2.33874861534351,2.51968125238722,1.27659118122121,2.33874861534351,98029,33.82359964547456,13.529439858189823,47.353039503664384
4517,4517,619000.0,4,2.0,3400,2300,1.5,0.0,5,8,1550,750.0,seattle,A-,11,108,"55,271",4.0194054858589,1.86495866386273,1.77849912965326,4.0194054858589,98117,8.647461250942321,11.52994833458976,20.177409585532082
4518,4518,569950.0,5,2.75,28185,2510,1.0,0.0,4,7,1600,910.0,shoreline,A,12,19,"9,899",4.3000077253365,2.10743129949707,1.10623847822025,4.3000077253365,98155,14.356814151729937,14.356814151729937,28.713628303459874
4519,4519,549000.0,3,2.0,3000,1340,2.0,0.0,5,7,1340,0.0,seattle,A-,11,108,"55,271",3.53066008820889,1.761712523822,1.73462534794264,3.53066008820889,98103,7.368066028186903,29.472264112747613,36.84033014093452
4520,4520,400000.0,4,3.5,9681,3350,1.0,0.0,3,7,2140,1210.0,highline,C+,7,40,"19,213",5.89997632010306,1.9232466038327,1.79872416732613,5.89997632010306,98198,26.59749261713449,37.23648966398829,63.83398228112277
4521,4521,692500.0,4,2.75,7984,3710,2.0,0.0,3,9,3710,0.0,snoqualmie valley,A-,11,13,"7,214",1.54305066390248,3.41897332434074,2.7080772849597503,1.54305066390248,98065,499.0990630141628,126.35419316814249,625.4532561823053
4522,4522,310000.0,4,2.5,5499,2430,2.0,0.0,3,8,2430,0.0,kent,B,9,44,"27,291",4.20603863891298,2.1076052288423,3.11742248101286,4.20603863891298,98042,268.5737792314582,93.59389276247785,362.1676719939361
4523,4523,499900.0,3,1.75,8820,2430,1.0,0.0,3,8,1630,800.0,renton,B-,8,29,"16,425",2.21511509225583,1.59849340428159,1.13718716995879,2.21511509225583,98178,1312.8919047607326,716.1228571422178,2029.0147619029503
4524,4524,492000.0,3,2.25,7335,2100,2.0,0.0,3,8,2100,0.0,lake washington,A+,13,55,"30,675",9.29859958783462,9.435323040624391,2.41799525482977,9.29859958783462,98074,34.277996056247986,10.283398816874401,44.56139487312239
4525,4525,460000.0,2,2.5,40575,1880,1.0,0.0,3,9,1880,0.0,snoqualmie valley,A-,11,13,"7,214",3.12052940579804,5.440234250953701,4.32202335454926,3.12052940579804,98024,972.701062255506,230.81042155215397,1203.51148380766
4526,4526,800000.0,3,2.5,2640,1630,2.0,0.0,5,8,1630,0.0,seattle,A-,11,108,"55,271",4.5532098962897,1.70461154486065,1.5722869585145,4.5532098962897,98119,11.318552938098268,18.86425489683045,30.182807834928717
4527,4527,832600.0,4,1.0,4200,1640,1.5,0.0,3,7,1640,0.0,seattle,A-,11,108,"55,271",2.5467748099504703,1.53154262339509,1.16328810267123,2.5467748099504703,98103,7.368066028186903,29.472264112747613,36.84033014093452
4528,4528,470000.0,4,2.75,7350,2310,1.0,0.0,3,8,1670,640.0,northshore,A,12,39,23500,3.78944327235586,1.69558261043168,1.41263195135989,3.78944327235586,98011,5.604548965795383,0.0,5.604548965795383
4529,4529,542000.0,2,2.0,4500,1930,1.0,0.0,3,8,1930,0.0,lake washington,A+,13,55,"30,675",8.49259274863221,8.94023777793286,4.08303544088204,8.49259274863221,98053,516.4919935656775,220.0705016062452,736.5624951719227
4530,4530,1310000.0,4,4.5,13912,4750,2.0,0.0,3,10,3600,1150.0,seattle,A-,11,108,"55,271",3.9046696019297897,2.15271461221286,4.27127616637404,3.9046696019297897,98118,32.61598151293552,59.116466492195634,91.73244800513115
4531,4531,308130.0,4,2.5,7500,2300,1.0,0.0,2,7,1650,650.0,highline,C+,7,40,"19,213",4.186122439401591,2.70882158163592,2.37958203050162,4.186122439401591,98198,26.59749261713449,37.23648966398829,63.83398228112277
4532,4532,310000.0,2,1.0,2699,1050,1.0,0.0,3,7,1050,0.0,issaquah,A+,13,27,"20,897",3.35953126718952,2.15860005849146,2.07132818571988,3.35953126718952,98029,33.82359964547456,13.529439858189823,47.353039503664384
4533,4533,215000.0,3,1.0,7560,1150,1.0,0.0,4,6,1150,0.0,renton,B-,8,29,"16,425",3.4632097460935,2.49813661393729,1.65240647379188,3.4632097460935,98058,789.7351246089206,188.0321725259335,977.7672971348541
4534,4534,730000.0,4,2.75,150282,3660,2.0,0.0,3,10,3660,0.0,lake washington,A+,13,55,"30,675",7.547151383198861,8.20391460042776,3.52916551297144,7.547151383198861,98053,516.4919935656775,220.0705016062452,736.5624951719227
4535,4535,245000.0,3,1.75,9342,1720,1.0,0.0,4,7,1140,580.0,auburn,B,9,24,"17,505",2.40724572955321,2.69434160533605,3.59024532350408,2.40724572955321,98092,215.23883705263447,59.644497014585475,274.88333406721995
4536,4536,540000.0,3,2.25,20018,2100,1.0,0.0,3,8,1470,630.0,highline,C+,7,40,"19,213",2.61198954925904,3.31171622629749,4.50738306326501,2.61198954925904,98166,36.45145288428728,54.67717932643093,91.12863221071821
4537,4537,299000.0,4,2.5,6078,2400,2.0,0.0,3,8,2400,0.0,federal way,C+,7,46,"23,489",4.9562440096006295,3.9530099394371696,2.70854941014341,4.9562440096006295,98001,730.8116910345483,270.2624366844745,1001.0741277190227
4538,4538,510000.0,3,2.5,40106,2540,2.0,0.0,3,10,2540,0.0,lake washington,A+,13,55,"30,675",10.5121693855495,12.5912767968115,1.69381949490944,10.5121693855495,98074,34.277996056247986,10.283398816874401,44.56139487312239
4539,4539,198000.0,4,1.75,7200,2080,1.0,0.0,4,7,1050,1030.0,federal way,C+,7,46,"23,489",2.6835825120963,1.86773841152586,1.76071054142611,2.6835825120963,98001,730.8116910345483,270.2624366844745,1001.0741277190227
4540,4540,950000.0,5,3.25,7452,3400,2.0,0.0,3,10,3400,0.0,bellevue,A+,13,31,"21,609",3.04639387945317,1.8606398146323,1.54889060421055,3.04639387945317,98007,3.4275581640339534,3.4275581640339534,6.855116328067907
4541,4541,300000.0,4,1.75,7600,2200,2.0,0.0,3,8,2200,0.0,auburn,B,9,24,"17,505",2.2429016646879103,2.3960167401545895,3.7299074216276096,2.2429016646879103,98092,215.23883705263447,59.644497014585475,274.88333406721995
4542,4542,528000.0,5,1.75,8580,2140,1.0,0.0,3,7,1200,940.0,lake washington,A+,13,55,"30,675",3.0339568832731403,4.538066184215969,1.2949615844447,3.0339568832731403,98033,12.75226693861301,5.100906775445204,17.853173714058215
4543,4543,507000.0,5,3.25,16249,3850,2.0,0.0,3,9,3030,820.0,auburn,B,9,24,"17,505",3.6442640886156705,3.7775237678760396,4.28238199347308,3.6442640886156705,98092,215.23883705263447,59.644497014585475,274.88333406721995
4544,4544,770000.0,4,3.25,6384,4270,2.0,0.0,3,9,3060,1210.0,snoqualmie valley,A-,11,13,"7,214",1.4924795772299,3.6109974580338595,2.8092973862616,1.4924795772299,98065,499.0990630141628,126.35419316814249,625.4532561823053
4545,4545,255000.0,3,1.75,7210,1340,1.0,0.0,4,7,1340,0.0,kent,B,9,44,"27,291",6.39912519674324,4.22250333308856,3.9883364418497695,6.39912519674324,98031,10.228578033310388,12.785722541637984,23.014300574948372
4546,4546,220000.0,1,1.5,3451,1100,1.5,0.0,4,8,1100,0.0,highline,C+,7,40,"19,213",7.525881886828,2.4967471680205695,1.71363417965015,7.525881886828,98198,26.59749261713449,37.23648966398829,63.83398228112277
4547,4547,690700.0,5,2.75,5349,2870,2.0,0.0,3,9,2870,0.0,renton,B-,8,29,"16,425",4.49837483962782,3.43285812994643,3.0695596517184,4.49837483962782,98059,311.36759343912894,91.43334093053785,402.8009343696668
4548,4548,447000.0,2,1.0,8380,1320,1.0,0.0,3,7,1320,0.0,seattle,A-,11,108,"55,271",5.08887369891438,1.93034618920899,2.2853588335891404,5.08887369891438,98177,14.641437777476597,4.880479259158865,19.52191703663546
4549,4549,755000.0,6,2.0,4505,2150,1.0,0.0,3,7,1270,880.0,seattle,A-,11,108,"55,271",4.429858225478879,1.63513324759465,1.71693281633938,4.429858225478879,98119,11.318552938098268,18.86425489683045,30.182807834928717
4550,4550,700000.0,4,1.5,6000,2470,1.5,0.0,3,7,1480,990.0,seattle,A-,11,108,"55,271",5.79050357364199,2.34951591953824,1.86413969362203,5.79050357364199,98199,0.0,4.630769527850908,4.630769527850908
4551,4551,250000.0,4,2.75,7700,1910,1.0,0.0,4,7,1000,910.0,kent,B,9,44,"27,291",3.55871959338893,2.16570347401916,2.28006610108444,3.55871959338893,98030,8.129690018171482,8.129690018171482,16.259380036342964
4552,4552,320000.0,3,2.5,6969,2130,2.0,0.0,3,7,2130,0.0,tahoma,A,12,9,"8,906",0.621208087159158,1.99699687718368,0.575479221089574,0.621208087159158,98038,257.41397001283934,123.11102913657534,380.52499914941467
4553,4553,565000.0,4,2.5,14667,2240,2.0,0.0,4,9,2240,0.0,renton,B-,8,29,"16,425",4.491541723176031,2.9345341255135,2.75024518065871,4.491541723176031,98059,311.36759343912894,91.43334093053785,402.8009343696668
4554,4554,754300.0,5,2.75,4500,1800,2.0,0.0,4,7,1680,120.0,seattle,A-,11,108,"55,271",3.7655395120071105,1.79379198389786,1.6742546821957,3.7655395120071105,98107,0.0,13.470219499920795,13.470219499920795
4555,4555,650000.0,3,1.5,9000,2160,1.0,0.0,4,8,1400,0.0,seattle,A-,11,108,"55,271",6.41406980288539,2.55259313198369,3.2453787009777497,6.41406980288539,98177,14.641437777476597,4.880479259158865,19.52191703663546
4556,4556,529888.0,4,2.5,8455,3140,2.0,0.0,3,8,3140,0.0,renton,B-,8,29,"16,425",4.28861596769771,2.68127001470722,2.30252763422398,4.28861596769771,98059,311.36759343912894,91.43334093053785,402.8009343696668
4557,4557,432000.0,3,2.5,9812,1920,2.0,0.0,3,8,1920,0.0,northshore,A,12,39,23500,5.0294422739046905,1.90166268167573,2.791467993995,5.0294422739046905,98028,29.999052887044567,12.856736951590529,42.8557898386351
4558,4558,994900.0,4,3.5,6556,3695,2.0,0.0,3,9,3695,0.0,lake washington,A+,13,55,"30,675",9.15732156071251,10.1272767702048,3.7637314255823497,9.15732156071251,98053,516.4919935656775,220.0705016062452,736.5624951719227
4559,4559,489000.0,4,2.5,8442,3910,2.0,0.0,3,9,2710,1200.0,tahoma,A,12,9,"8,906",1.42081586133661,2.24819717851784,1.34742590429648,1.42081586133661,98038,257.41397001283934,123.11102913657534,380.52499914941467
4560,4560,800000.0,4,2.75,7427,3010,2.0,0.0,3,8,3010,0.0,northshore,A,12,39,23500,4.61699698139445,3.10616706363217,1.78849552696244,4.61699698139445,98052,77.13147242154055,17.59138844701802,94.72286086855857
4561,4561,370000.0,4,1.5,9957,1370,1.0,0.0,3,7,900,470.0,lake washington,A+,13,55,"30,675",0.995663969843789,1.12438512849132,0.962776312072683,0.995663969843789,98034,6.585031591030553,2.1950105303435183,8.780042121374072
4562,4562,436000.0,4,2.75,9600,2080,1.0,0.0,3,8,1240,840.0,lake washington,A+,13,55,"30,675",3.31587184732072,2.77950636836685,1.74802217185928,3.31587184732072,98034,6.585031591030553,2.1950105303435183,8.780042121374072
4563,4563,395000.0,3,2.5,3757,2250,2.0,0.0,3,7,2250,0.0,renton,B-,8,29,"16,425",5.349595091609791,3.28999111846456,3.0296407858551,5.349595091609791,98059,311.36759343912894,91.43334093053785,402.8009343696668
4564,4564,377691.0,5,1.75,8399,2120,1.0,0.0,4,7,1320,800.0,seattle,A-,11,108,"55,271",6.84483535789273,1.17554244083861,3.650862149363,6.84483535789273,98133,30.14211343357435,54.25580418043383,84.39791761400818
4565,4565,370000.0,5,3.0,5185,2220,2.0,0.0,3,7,2220,0.0,seattle,A-,11,108,"55,271",2.76652391724769,1.09503571666383,3.17514797209249,2.76652391724769,98118,32.61598151293552,59.116466492195634,91.73244800513115
4566,4566,515000.0,3,2.5,4394,1440,1.0,0.0,5,8,1440,0.0,issaquah,A+,13,27,"20,897",2.35611546083058,2.45725942536362,1.24348778063383,2.35611546083058,98029,33.82359964547456,13.529439858189823,47.353039503664384
4567,4567,169000.0,3,1.0,7686,910,1.0,0.0,3,7,910,0.0,federal way,C+,7,46,"23,489",2.59825260881558,2.16852175079479,2.06967332842343,2.59825260881558,98001,730.8116910345483,270.2624366844745,1001.0741277190227
4568,4568,475000.0,3,1.0,4268,1270,1.0,0.0,3,7,1270,0.0,seattle,A-,11,108,"55,271",5.994301957498361,2.5420256135177,2.52446288703894,5.994301957498361,98117,8.647461250942321,11.52994833458976,20.177409585532082
4569,4569,1300000.0,6,2.75,9420,2630,2.0,0.0,5,9,2510,120.0,seattle,A-,11,108,"55,271",2.66357621548189,1.83187922754718,1.43954449078692,2.66357621548189,98103,7.368066028186903,29.472264112747613,36.84033014093452
4570,4570,822000.0,3,2.0,13300,2410,2.0,0.0,3,9,1840,570.0,bellevue,A+,13,31,"21,609",4.38604192097403,2.10840075030485,2.65622971770702,4.38604192097403,98006,17.938569777820305,10.250611301611604,28.18918107943191
4571,4571,1500000.0,4,2.75,25697,2930,1.0,0.0,4,9,2310,620.0,bellevue,A+,13,31,"21,609",2.34488038886579,2.03361714460776,1.76840793519182,2.34488038886579,98004,5.5140376093757615,8.271056414063642,13.785094023439402
4572,4572,485000.0,3,2.25,6810,1570,1.0,0.0,3,8,1180,390.0,lake washington,A+,13,55,"30,675",10.218776643212301,11.338416356967599,0.74962420622959,10.218776643212301,98074,34.277996056247986,10.283398816874401,44.56139487312239
4573,4573,300000.0,6,2.5,11250,2590,1.0,0.0,4,8,1390,1200.0,renton,B-,8,29,"16,425",2.8553735317946,2.03964492930318,1.6035474899284599,2.8553735317946,98055,3.990237803409203,3.990237803409203,7.980475606818406
4574,4574,590000.0,3,2.5,4203,2290,2.0,0.0,3,9,2290,0.0,bellevue,A+,13,31,"21,609",5.16073615932277,3.08246691725837,3.18322812610462,5.16073615932277,98006,17.938569777820305,10.250611301611604,28.18918107943191
4575,4575,611900.0,1,2.25,2100,1220,2.0,0.0,4,8,1220,0.0,lake washington,A+,13,55,"30,675",2.40102631824206,3.9564889606746103,0.528828057806455,2.40102631824206,98033,12.75226693861301,5.100906775445204,17.853173714058215
4576,4576,240000.0,3,1.75,7373,1100,1.0,0.0,4,7,1100,0.0,auburn,B,9,24,"17,505",1.99580420095356,2.76939715752906,3.6762393126712496,1.99580420095356,98092,215.23883705263447,59.644497014585475,274.88333406721995
4577,4577,395000.0,4,2.5,10951,2810,2.0,0.0,3,8,2810,0.0,auburn,B,9,24,"17,505",2.7849348326631804,2.52528090725335,3.9589212011953694,2.7849348326631804,98092,215.23883705263447,59.644497014585475,274.88333406721995
4578,4578,169000.0,3,1.0,7110,890,1.0,0.0,3,6,890,0.0,renton,B-,8,29,"16,425",3.23757295721712,3.03847669842205,2.46825508432441,3.23757295721712,98178,1312.8919047607326,716.1228571422178,2029.0147619029503
4579,4579,200500.0,3,2.0,14972,1280,1.0,0.0,3,7,1280,0.0,kent,B,9,44,"27,291",6.94453646541363,4.822735403259871,3.56073173114309,6.94453646541363,98031,10.228578033310388,12.785722541637984,23.014300574948372
4580,4580,308000.0,3,2.5,7140,2320,2.0,0.0,3,8,2320,0.0,federal way,C+,7,46,"23,489",3.33825913740592,2.78006464686654,1.45511066720248,3.33825913740592,98003,122.3728455859312,70.21392779520643,192.58677338113762
4581,4581,290256.0,3,2.25,7885,1720,2.0,0.0,3,8,1720,0.0,federal way,C+,7,46,"23,489",2.66574144582287,1.93958885581622,2.11510403620249,2.66574144582287,98023,0.0,1.9586023155340844,1.9586023155340844
4582,4582,279950.0,3,1.75,8800,1530,1.0,0.0,4,7,1040,490.0,renton,B-,8,29,"16,425",4.69349356103585,1.90906538573669,1.81095753171125,4.69349356103585,98058,789.7351246089206,188.0321725259335,977.7672971348541
4583,4583,195000.0,3,1.75,7875,1580,1.0,0.0,3,7,1580,0.0,enumclaw,B,9,10,"4,183",1.13474427058634,2.55897804742964,0.691912917054766,1.13474427058634,98022,341.67568091801775,113.89189363933924,455.567574557357
4584,4584,630000.0,3,1.0,13000,1360,1.0,0.0,5,6,1360,0.0,kent,B,9,44,"27,291",3.12515629625894,4.893774158459981,5.3560705474583,3.12515629625894,98010,32.06749052325487,16.033745261627434,48.101235784882306
4585,4585,1160000.0,4,3.0,15438,2680,2.0,0.0,3,8,2680,0.0,bellevue,A+,13,31,"21,609",2.99542813675406,2.24600607015127,1.7010261529131399,2.99542813675406,98039,,,
4586,4586,478000.0,3,2.25,3896,1640,2.0,0.0,3,8,1640,0.0,issaquah,A+,13,27,"20,897",2.71046796149798,2.95173979745927,1.22058922409002,2.71046796149798,98029,33.82359964547456,13.529439858189823,47.353039503664384
4587,4587,835000.0,3,2.25,6690,2520,2.0,0.0,5,8,1700,820.0,seattle,A-,11,108,"55,271",3.87764316721956,1.68883066226697,1.63211749636815,3.87764316721956,98126,211.4556382241143,99.50853563487732,310.9641738589916
4588,4588,639000.0,3,2.25,2421,1400,2.0,0.0,3,9,1400,0.0,lake washington,A+,13,55,"30,675",2.35753905832764,1.85176936586437,1.12816576244114,2.35753905832764,98034,6.585031591030553,2.1950105303435183,8.780042121374072
4589,4589,220000.0,3,1.75,7680,1900,1.0,0.0,3,7,1260,640.0,renton,B-,8,29,"16,425",3.9604842486377296,4.00665347705945,2.78396984720654,3.9604842486377296,98178,1312.8919047607326,716.1228571422178,2029.0147619029503
4590,4590,526000.0,3,2.25,18099,2000,1.0,0.0,4,8,1250,750.0,bellevue,A+,13,31,"21,609",4.97796852194564,3.2159538130900605,3.14367944420586,4.97796852194564,98006,17.938569777820305,10.250611301611604,28.18918107943191
4591,4591,750000.0,4,2.5,4930,2980,2.0,0.0,3,9,2890,90.0,bellevue,A+,13,31,"21,609",6.94294364844417,3.8165290491114705,4.75617739486767,6.94294364844417,98006,17.938569777820305,10.250611301611604,28.18918107943191
4592,4592,329000.0,4,2.0,9126,1850,1.0,0.0,5,7,1850,0.0,renton,B-,8,29,"16,425",2.9067313111658697,2.60873404291199,1.62381516192227,2.9067313111658697,98059,311.36759343912894,91.43334093053785,402.8009343696668
4593,4593,525000.0,4,1.0,4000,1570,1.5,0.0,3,7,1570,0.0,seattle,A-,11,108,"55,271",3.4013910641399105,1.5280188329103201,0.734452854397095,3.4013910641399105,98102,18.146248235957838,47.1802454134904,65.32649364944824
4594,4594,190000.0,2,1.0,3101,670,1.0,0.0,4,6,670,0.0,seattle,A-,11,108,"55,271",2.93979775020862,1.03575117155305,3.13272725830958,2.93979775020862,98118,32.61598151293552,59.116466492195634,91.73244800513115
4595,4595,772650.0,4,2.5,10800,2660,1.0,0.0,3,7,2660,0.0,bellevue,A+,13,31,"21,609",2.61244957383923,1.75683288954371,1.5383329265907,2.61244957383923,98005,9.748172534465397,0.0,9.748172534465397
4596,4596,355000.0,3,2.5,4038,2110,2.0,0.0,4,8,2110,0.0,kent,B,9,44,"27,291",4.3789999513507905,2.96618634789122,3.21175523076165,4.3789999513507905,98042,268.5737792314582,93.59389276247785,362.1676719939361
4597,4597,650000.0,3,1.75,54450,1970,1.0,0.0,3,8,1570,400.0,issaquah,A+,13,27,"20,897",4.76818991868247,2.92123893357927,1.50295555545454,4.76818991868247,98075,20.278386557473773,0.0,20.278386557473773
4598,4598,678500.0,3,2.75,3600,1210,1.5,0.0,5,7,1210,0.0,seattle,A-,11,108,"55,271",3.6517173092435598,1.92727573964044,1.65161909401691,3.6517173092435598,98103,7.368066028186903,29.472264112747613,36.84033014093452
4599,4599,669950.0,4,2.5,11877,2670,2.0,0.0,3,9,2670,0.0,lake washington,A+,13,55,"30,675",10.4394813552332,10.7121128836592,1.33357366494447,10.4394813552332,98074,34.277996056247986,10.283398816874401,44.56139487312239
4600,4600,850000.0,3,2.25,18450,3000,1.0,0.0,3,10,3000,0.0,northshore,A,12,39,23500,6.36101795229284,4.95354404460262,2.86970189438257,6.36101795229284,98077,477.48017002472,141.75192547608876,619.2320955008088
4601,4601,572000.0,3,2.75,3885,2200,2.0,0.0,3,8,2200,0.0,lake washington,A+,13,55,"30,675",10.8233089348039,12.020367075510901,0.829444228836497,10.8233089348039,98074,34.277996056247986,10.283398816874401,44.56139487312239
4602,4602,492450.0,3,1.75,13002,1540,1.0,0.0,2,8,1200,0.0,lake washington,A+,13,55,"30,675",10.1713033143066,10.904689234172,0.832090541622955,10.1713033143066,98074,34.277996056247986,10.283398816874401,44.56139487312239
4603,4603,813000.0,3,1.75,11866,2080,1.0,0.0,3,8,2080,0.0,bellevue,A+,13,31,"21,609",2.75101629672562,1.70637958050221,1.56245467715713,2.75101629672562,98005,9.748172534465397,0.0,9.748172534465397
4604,4604,710000.0,3,2.0,9732,1780,1.0,0.0,3,8,1780,0.0,mercer island,A+,13,6,"4,522",0.641871624459732,0.936506931420868,1.77842292168216,0.641871624459732,98040,0.0,8.100445524503849,8.100445524503849
4605,4605,792500.0,3,1.5,2400,1960,2.0,0.0,3,8,1330,630.0,seattle,A-,11,108,"55,271",4.533805661346849,1.8014930305886698,1.41043494293276,4.533805661346849,98119,11.318552938098268,18.86425489683045,30.182807834928717
4606,4606,285900.0,5,1.5,7725,1690,1.5,0.0,4,7,1690,0.0,federal way,C+,7,46,"23,489",3.34710037512969,3.03392154385323,1.73002613328869,3.34710037512969,98032,131.41235292208776,59.001464577263896,190.41381749935167
4607,4607,389000.0,3,2.0,12972,2080,1.0,0.0,4,7,1250,830.0,vashon island,A,12,5,"1,585",7.46176132464731,6.529578491315809,1.42343089763078,7.46176132464731,98070,949.267635411185,423.9447692127622,1373.2124046239471
4608,4608,675000.0,3,2.25,2833,2070,2.0,0.0,3,8,1490,580.0,seattle,A-,11,108,"55,271",4.86073604383298,2.1878246251304,2.30086726443131,4.86073604383298,98136,6.126509104697077,6.126509104697077,12.253018209394154
4609,4609,352000.0,2,0.75,33801,760,1.0,0.0,4,4,760,0.0,renton,B-,8,29,"16,425",9.06981748868947,5.77843496002557,5.11374401478772,9.06981748868947,98059,311.36759343912894,91.43334093053785,402.8009343696668
4610,4610,1050000.0,4,3.25,11588,4020,2.0,0.0,3,11,4020,0.0,renton,B-,8,29,"16,425",4.42935237089416,3.1873388325041496,2.98864538486319,4.42935237089416,98059,311.36759343912894,91.43334093053785,402.8009343696668
4611,4611,768500.0,4,1.75,10400,3620,1.0,0.0,4,8,1820,1800.0,bellevue,A+,13,31,"21,609",2.32273489481582,1.72726065258985,1.40416696869691,2.32273489481582,98005,9.748172534465397,0.0,9.748172534465397
4612,4612,500000.0,4,2.0,7778,2330,1.0,0.0,3,7,1230,1100.0,seattle,A-,11,108,"55,271",3.8378201826147698,1.19635510653553,1.85234690127988,3.8378201826147698,98125,23.132246335198694,27.758695602238436,50.890941937437134
4613,4613,685000.0,3,2.5,8800,1460,1.0,0.0,4,7,1460,0.0,mercer island,A+,13,6,"4,522",0.11163619208345,1.42162348613119,2.07795787351498,0.11163619208345,98040,0.0,8.100445524503849,8.100445524503849
4614,4614,648475.0,4,2.75,5700,2250,1.0,0.0,3,8,1200,1050.0,seattle,A-,11,108,"55,271",3.5094561857917,1.76603980179392,1.09026938098687,3.5094561857917,98109,13.195848427734456,23.752527169922015,36.94837559765647
4615,4615,895000.0,4,2.75,4000,2640,2.0,0.0,5,8,1730,910.0,seattle,A-,11,108,"55,271",2.83551360434494,1.68292466781039,1.0176271259176999,2.83551360434494,98115,3.6982479661207934,7.396495932241589,11.094743898362381
4616,4616,195000.0,3,1.0,9554,1310,1.0,0.0,3,7,960,350.0,federal way,C+,7,46,"23,489",2.46740856623145,2.51513913601975,1.7327948942525802,2.46740856623145,98001,730.8116910345483,270.2624366844745,1001.0741277190227
4617,4617,368000.0,4,2.5,7350,2720,2.0,0.0,3,9,2720,0.0,federal way,C+,7,46,"23,489",2.62193188941495,2.24303505816077,2.14979373961034,2.62193188941495,98023,0.0,1.9586023155340844,1.9586023155340844
4618,4618,997000.0,4,3.5,13609,3430,2.0,0.0,3,11,3430,0.0,renton,B-,8,29,"16,425",4.510885779511599,3.38185572562964,3.03395942812303,4.510885779511599,98059,311.36759343912894,91.43334093053785,402.8009343696668
4619,4619,335000.0,3,2.75,19991,1990,1.0,0.0,3,7,1340,650.0,northshore,A,12,39,23500,5.1563108642549,3.27161788408826,2.05820126936762,5.1563108642549,98072,273.7991216159113,59.323143016780776,333.12226463269207
4620,4620,278500.0,3,1.75,8980,1390,1.0,0.0,4,8,1390,0.0,enumclaw,B,9,10,"4,183",0.820858777549519,2.23025555763259,0.571632754519871,0.820858777549519,98022,341.67568091801775,113.89189363933924,455.567574557357
4621,4621,260000.0,4,1.5,7300,1540,2.0,0.0,3,7,1540,0.0,federal way,C+,7,46,"23,489",2.74530327421931,1.45834463055731,1.70430047776406,2.74530327421931,98001,730.8116910345483,270.2624366844745,1001.0741277190227
4622,4622,162500.0,2,1.0,6141,760,1.0,0.0,2,6,760,0.0,seattle,A-,11,108,"55,271",3.08270405553791,0.683292320759308,3.21312280873868,3.08270405553791,98118,32.61598151293552,59.116466492195634,91.73244800513115
4623,4623,239000.0,4,1.0,8316,1280,1.0,0.0,3,6,1280,0.0,tukwila,C+,7,8,"3,046",3.42535989459743,1.75849854790215,2.0153711042601397,3.42535989459743,98168,647.6296302740069,225.02385458673118,872.6534848607381
4624,4624,600000.0,4,2.5,5122,2990,2.0,0.0,3,8,2990,0.0,issaquah,A+,13,27,"20,897",3.55487487033137,2.6553188823708,1.5216732162682,3.55487487033137,98075,20.278386557473773,0.0,20.278386557473773
4625,4625,350000.0,4,2.25,7778,1770,2.0,0.0,3,7,1770,0.0,kent,B,9,44,"27,291",7.10845557337801,5.00839702574436,3.38722036452661,7.10845557337801,98031,10.228578033310388,12.785722541637984,23.014300574948372
4626,4626,485000.0,3,2.5,5490,2870,2.0,0.0,3,9,2870,0.0,renton,B-,8,29,"16,425",3.65996396993683,2.08413811244869,1.9180452863475501,3.65996396993683,98055,3.990237803409203,3.990237803409203,7.980475606818406
4627,4627,299000.0,3,1.0,8320,1520,1.0,0.0,3,6,1520,0.0,seattle,A-,11,108,"55,271",7.01946137302595,1.18805746953276,3.6789245635501904,7.01946137302595,98133,30.14211343357435,54.25580418043383,84.39791761400818
